#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/11791_3_70.fa	ERZ3166165.1	31054	31471	Escherichia_coli_emrE	410-825/1244	....====/==....	1/2	33.44	91.63	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11791_3_70.fa	ERZ3166165.13	44656	45011	tet34	66-421/465	.=======/=====.	2/2	76.34	75.63	card	AB061440:306-771
/home/ryder/AMR_PROJECT/assemblies/11791_3_70.fa	ERZ3166165.15	21768	22466	Escherichia_coli_CpxR	1-699/699	===============	0/0	100.00	98.00	card	CP015085.1:3009840-3010539
/home/ryder/AMR_PROJECT/assemblies/11791_3_70.fa	ERZ3166165.15	22462	23836	cpxA	1-1375/1375	===============	0/0	100.00	98.25	card	NC_002695:4903562-4904936
/home/ryder/AMR_PROJECT/assemblies/11791_3_70.fa	ERZ3166165.19	23214	23598	marA	1-385/385	===============	0/0	100.00	99.48	card	NC_007779:1621288-1621672
/home/ryder/AMR_PROJECT/assemblies/11791_3_70.fa	ERZ3166165.2	52323	53571	mdtA	1-1249/1249	===============	0/0	100.00	96.88	card	U00096:2154016-2155264
/home/ryder/AMR_PROJECT/assemblies/11791_3_70.fa	ERZ3166165.2	53570	56693	mdtB	1-3124/3124	===============	0/0	100.00	96.77	card	U00096:2155263-2158386
/home/ryder/AMR_PROJECT/assemblies/11791_3_70.fa	ERZ3166165.2	56693	59771	mdtC	1-3079/3079	===============	0/0	100.00	97.11	card	U00096:2158386-2161464
/home/ryder/AMR_PROJECT/assemblies/11791_3_70.fa	ERZ3166165.2	61183	61248	baeS	1-66/1405	=..............	0/0	4.70	98.48	card	AP009048:2165013-2166417
/home/ryder/AMR_PROJECT/assemblies/11791_3_70.fa	ERZ3166165.2	61242	62176	baeS	471-1405/1405	.....==========	0/0	66.55	97.43	card	AP009048:2165013-2166417
/home/ryder/AMR_PROJECT/assemblies/11791_3_70.fa	ERZ3166165.2	62172	62893	baeR	1-722/724	===============	0/0	99.72	98.20	card	NC_007779:2166413-2167136
