#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.1	20870	21287	Escherichia_coli_emrE	410-825/1244	....====/==....	1/2	33.44	91.63	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.10	20604	21771	PmrE	1-1168/1168	===============	0/0	100.00	96.92	card	U00096:2098447-2099614
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.10	76749	77997	mdtA	1-1249/1249	===============	0/0	100.00	96.88	card	U00096:2154016-2155264
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.10	77996	81119	mdtB	1-3124/3124	===============	0/0	100.00	96.77	card	U00096:2155263-2158386
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.10	81119	84197	mdtC	1-3079/3079	===============	0/0	100.00	97.11	card	U00096:2158386-2161464
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.10	85609	87013	baeS	1-1405/1405	===============	0/0	100.00	97.65	card	AP009048:2165013-2166417
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.10	87009	87730	baeR	1-722/724	===============	0/0	99.72	98.20	card	NC_007779:2166413-2167136
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.104	64	313	arr-2	1-250/454	=========......	0/0	55.07	99.60	card	AF078527:4388-4841
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.104	398	1030	catB3	1-633/633	===============	0/0	100.00	100.00	card	NC_019368.1:58201-58834
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.104	1167	2043	OXA-1	1-877/877	===============	0/0	100.00	100.00	card	KJ510410:6951-7827
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.104	2067	2716	AAC(6')-Ib'	89-738/3902	===............	0/0	16.66	99.39	card	AY660529.1:1-3903
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.11	85122	86870	msbA	1-1749/1749	===============	0/0	100.00	98.69	card	NC_000913.3:966621-968370
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.12	39121	40311	emrD	1-1191/1191	===============	0/0	100.00	98.07	card	GG749185.1:116813-118004
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.12	79252	80428	mdtL	1-1177/1177	===============	0/0	100.00	97.20	card	U00096:3891615-3892791
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.17	22804	23188	marA	1-385/385	===============	0/0	100.00	99.48	card	NC_007779:1621288-1621672
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.18	43264	44496	mdfA	1-1233/1233	===============	0/0	100.00	96.43	card	JQ394987:1-1234
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.19	28832	30476	PmrC	1-1645/1645	===============	0/0	100.00	97.75	card	AP009048:4338625-4340269
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.19	53094	54125	mdtN	1-1032/1032	===============	0/0	100.00	96.42	card	AP009048:4306557-4307589
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.19	54125	56176	mdtO	1-2052/2052	===============	0/0	100.00	97.37	card	AP009048:4304506-4306558
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.19	56173	57639	mdtP	1-1467/1467	===============	0/0	100.00	96.66	card	AP009048:4303043-4304510
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.2	193351	194320	PmrF	1-970/970	===============	0/0	100.00	98.04	card	U00096:2367071-2368040
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.2	306324	307863	emrY	1-1540/1540	===============	0/0	100.00	97.66	card	D78168:1592-3131
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.2	307862	308918	emrK	1-1057/1057	===============	0/0	100.00	98.01	card	D78168:537-1593
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.2	309442	310057	evgA	1-616/616	===============	0/0	100.00	99.19	card	NC_002695:3211892-3212507
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.2	310061	313655	evgS	1-3595/3595	===============	0/0	100.00	96.75	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.22	15664	16857	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	99.33	card	NC_000913.3:484426-485620
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.22	16880	20029	acrB	1-3150/3150	===============	0/0	100.00	99.08	card	NC_000913.3:481254-484404
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.24	28747	29956	mdtH	1-1210/1210	===============	0/0	100.00	98.02	card	U00096:1124118-1125327
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.24	38586	39813	mdtG	1-1228/1228	===============	0/0	100.00	98.86	card	NC_007779:1115841-1117068
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.26	47746	49154	mdtK	1-1409/1425	========/======	2/4	98.74	75.41	card	CP014358.1:2161326-2162751
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.29	21768	22466	Escherichia_coli_CpxR	1-699/699	===============	0/0	100.00	98.00	card	CP015085.1:3009840-3010539
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.29	22462	23836	cpxA	1-1375/1375	===============	0/0	100.00	98.25	card	NC_002695:4903562-4904936
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.3	2149	3791	YojI	1-1644/1644	========/======	1/1	99.94	98.97	card	NC_000913.3:1-1645
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.3	91353	92297	leuO	1-945/945	===============	0/0	100.00	97.57	card	NC_000913.3:84368-85313
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.32	479	1304	gadX	1-826/826	===============	0/0	100.00	94.79	card	NC_007779:3974605-3975430
/home/ryder/AMR_PROJECT/assemblies/11679_4_20.fa	ERZ3164905.32	1672	2400	gadW	1-729/729	===============	0/0	100.00	95.47	card	CP015085.1:2551712-2552441
