#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.105	1	66	catB4_1	443-508/549	............==.	0/0	12.02	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.105	136	1057	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.133	1	67	catB4_1	442-508/549	............==.	0/0	12.20	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.172	1108	1273	aadA1_1	1-173/972	===...../......	3/7	17.08	95.38	resfinder	X02340
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.42	34960	35820	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	JF910132
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.69	270	376	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.75	1	67	aadA1_1	107-173/972	.==............	0/0	6.89	100.00	resfinder	X02340
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.75	1700	2491	aadA2_2	1-792/792	===============	0/0	100.00	99.75	resfinder	JQ364967
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.75	2753	4012	cmlA1_1	1-1260/1260	===============	0/0	100.00	99.92	resfinder	M64556
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.75	4095	4896	aadA1_1	171-972/972	..=============	0/0	82.51	99.75	resfinder	X02340
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.75	6578	7369	sul3_2	1-792/792	===============	0/0	100.00	100.00	resfinder	AJ459418
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.75	9130	9392	mef(B)_1	968-1230/1230	...........====	0/0	21.38	99.62	resfinder	FJ196385
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.75	9389	9456	catB4_1	442-509/549	............==.	0/0	12.39	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.99	1	66	catB4_1	442-507/549	............==.	0/0	12.02	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.99	1838	2764	sul1_2	1-927/927	===============	0/0	100.00	100.00	resfinder	CP002151
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.99	3224	4012	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.99	4143	4616	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238
/home/ryder/AMR_PROJECT/assemblies/11791_7_53.fa	ERZ3165267.99	4635	4702	aadA1_1	107-174/972	.==............	0/0	7.00	100.00	resfinder	X02340
