#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.1	358301	358718	Escherichia_coli_emrE	410-825/1244	....====/==....	1/2	33.44	91.63	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.10	54859	56107	mdtA	1-1249/1249	===============	0/0	100.00	96.88	card	U00096:2154016-2155264
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.10	56106	59229	mdtB	1-3124/3124	===============	0/0	100.00	96.77	card	U00096:2155263-2158386
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.10	59229	62307	mdtC	1-3079/3079	===============	0/0	100.00	97.11	card	U00096:2158386-2161464
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.10	63719	65123	baeS	1-1405/1405	===============	0/0	100.00	97.65	card	AP009048:2165013-2166417
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.10	65119	65840	baeR	1-722/724	===============	0/0	99.72	98.20	card	NC_007779:2166413-2167136
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.101	1775	2635	AAC(3)-IIa	1-861/861	===============	0/0	100.00	96.75	card	NC_020088.1:15618-16479
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.103	138	787	AAC(6')-Ib'	89-738/3902	===............	0/0	16.66	99.39	card	AY660529.1:1-3903
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.103	811	1687	OXA-1	1-877/877	===============	0/0	100.00	100.00	card	KJ510410:6951-7827
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.103	1824	2268	catB3	1-445/633	===========....	0/0	70.30	99.78	card	NC_019368.1:58201-58834
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.11	38430	39606	mdtL	1-1177/1177	===============	0/0	100.00	97.20	card	U00096:3891615-3892791
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.11	78547	79737	emrD	1-1191/1191	===============	0/0	100.00	98.07	card	GG749185.1:116813-118004
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.12	68716	69948	mdfA	1-1233/1233	===============	0/0	100.00	96.43	card	JQ394987:1-1234
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.14	22830	24170	Escherichia_coli_LamB	1-1341/1341	===============	0/0	100.00	97.99	card	BA000007:5101245-5102586
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.14	73876	75342	mdtP	1-1467/1467	===============	0/0	100.00	96.66	card	AP009048:4303043-4304510
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.14	75339	77390	mdtO	1-2052/2052	===============	0/0	100.00	97.37	card	AP009048:4304506-4306558
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.14	77390	78421	mdtN	1-1032/1032	===============	0/0	100.00	96.42	card	AP009048:4306557-4307589
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.14	101039	102683	PmrC	1-1645/1645	===============	0/0	100.00	97.75	card	AP009048:4338625-4340269
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.15	1871	2075	Escherichia_coli_emrE	1-205/1244	===............	0/0	16.48	99.02	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.18	84920	86668	msbA	1-1749/1749	===============	0/0	100.00	98.69	card	NC_000913.3:966621-968370
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.2	174104	175073	PmrF	1-970/970	===============	0/0	100.00	98.04	card	U00096:2367071-2368040
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.2	287076	288615	emrY	1-1540/1540	===============	0/0	100.00	97.66	card	D78168:1592-3131
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.2	288614	289670	emrK	1-1057/1057	===============	0/0	100.00	98.01	card	D78168:537-1593
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.2	290194	290809	evgA	1-616/616	===============	0/0	100.00	99.19	card	NC_002695:3211892-3212507
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.2	290813	292069	evgS	1-1257/3595	======.........	0/0	34.97	96.26	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.21	69428	71070	YojI	1-1644/1644	========/======	1/1	99.94	98.97	card	NC_000913.3:1-1645
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.22	21956	22654	Escherichia_coli_CpxR	1-699/699	===============	0/0	100.00	98.00	card	CP015085.1:3009840-3010539
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.22	22650	24024	cpxA	1-1375/1375	===============	0/0	100.00	98.25	card	NC_002695:4903562-4904936
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.25	57965	58495	emrR	1-531/531	===============	0/0	100.00	99.44	card	NC_000913.3:2810770-2811301
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.25	58622	59795	emrA	1-1174/1174	===============	0/0	100.00	97.96	card	AP009048:2810083-2811256
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.25	59811	61350	emrB	1-1540/1540	===============	0/0	100.00	98.57	card	U00096:2812616-2814155
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.26	44438	47587	acrB	1-3150/3150	===============	0/0	100.00	99.08	card	NC_000913.3:481254-484404
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.26	47610	48803	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	99.33	card	NC_000913.3:484426-485620
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.28	47665	49073	mdtK	1-1409/1425	========/======	2/4	98.74	75.41	card	CP014358.1:2161326-2162751
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.3	146335	149449	acrD	1-3115/3115	===============	0/0	100.00	98.75	card	NC_007779:2586251-2589365
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.33	9392	10619	mdtG	1-1228/1228	===============	0/0	100.00	98.86	card	NC_007779:1115841-1117068
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.33	19249	20458	mdtH	1-1210/1210	===============	0/0	100.00	98.02	card	U00096:1124118-1125327
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.34	1197	4643	mfd	1-3447/3447	===============	0/0	100.00	97.59	card	NC_000913.3:1170518-1173965
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.4	30624	32003	patA	1-1380/1380	===============	0/0	100.00	97.17	card	NC_000913.3:3219494-3220874
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.4	47309	48129	bacA	3-823/823	===============	0/0	99.76	98.54	card	U00096:3203310-3204132
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.4	70409	71896	tolC	1-1488/1488	===============	0/0	100.00	100.00	card	FJ768952:1-1489
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.41	36870	37284	H-NS	1-415/415	===============	0/0	100.00	99.52	card	NC_002695:1737554-1737968
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.48	29679	32025	evgS	1249-3595/3595	.....==========	0/0	65.29	96.97	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/18090_7_15.fa	ERZ3485141.5	139848	140203	tet34	66-421/465	.=======/=====.	2/2	76.34	75.63	card	AB061440:306-771
