#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/11657_7_81.fa	ERZ3165914.12	50922	51277	tet(34)_1	66-421/465	.=======/=====.	2/2	76.34	75.63	resfinder	AB061440
/home/ryder/AMR_PROJECT/assemblies/11657_7_81.fa	ERZ3165914.122	881	2086	tet(B)_4	1-1206/1206	===============	0/0	100.00	100.00	resfinder	AF326777
/home/ryder/AMR_PROJECT/assemblies/11657_7_81.fa	ERZ3165914.144	134	607	dfrA5_1	1-474/474	===============	0/0	100.00	100.00	resfinder	X12868
/home/ryder/AMR_PROJECT/assemblies/11657_7_81.fa	ERZ3165914.144	623	790	aadA1_1	1-175/972	===...../......	3/7	17.28	96.00	resfinder	X02340
/home/ryder/AMR_PROJECT/assemblies/11657_7_81.fa	ERZ3165914.144	1205	1312	catB4_1	442-549/549	............===	0/0	19.67	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/11657_7_81.fa	ERZ3165914.38	37598	38458	blaTEM-1A_4	1-861/861	===============	0/0	100.00	100.00	resfinder	HM749966
/home/ryder/AMR_PROJECT/assemblies/11657_7_81.fa	ERZ3165914.66	8626	9441	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	GQ421466
/home/ryder/AMR_PROJECT/assemblies/11657_7_81.fa	ERZ3165914.66	9502	10033	strA_4	1-532/804	==========.....	0/0	66.17	99.81	resfinder	AF321551
/home/ryder/AMR_PROJECT/assemblies/11657_7_81.fa	ERZ3165914.66	10041	10523	dfrA14_1	1-483/483	===============	0/0	100.00	99.79	resfinder	DQ388123
/home/ryder/AMR_PROJECT/assemblies/11657_7_81.fa	ERZ3165914.66	10597	10873	strA_1	528-804/804	.........======	0/0	34.45	100.00	resfinder	M96392
/home/ryder/AMR_PROJECT/assemblies/11657_7_81.fa	ERZ3165914.66	10873	11709	strB_1	1-837/837	===============	0/0	100.00	99.88	resfinder	M96392
/home/ryder/AMR_PROJECT/assemblies/11657_7_81.fa	ERZ3165914.80	15768	15834	catB4_1	443-509/549	............==.	0/0	12.20	100.00	resfinder	EU935739
