#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.1	314075	314492	Escherichia_coli_emrE	410-825/1244	....====/==....	1/2	33.44	91.63	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.10	96992	100438	mfd	1-3447/3447	===============	0/0	100.00	98.98	card	NC_000913.3:1170518-1173965
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.10	145652	146861	mdtH	1-1210/1210	===============	0/0	100.00	98.51	card	U00096:1124118-1125327
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.10	155491	156718	mdtG	1-1228/1228	===============	0/0	100.00	99.51	card	NC_007779:1115841-1117068
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.11	43525	44865	Escherichia_coli_LamB	1-1341/1341	===============	0/0	100.00	99.33	card	BA000007:5101245-5102586
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.11	94593	96059	mdtP	1-1467/1467	===============	0/0	100.00	98.23	card	AP009048:4303043-4304510
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.11	96056	98107	mdtO	1-2052/2052	===============	0/0	100.00	98.34	card	AP009048:4304506-4306558
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.11	98107	99138	mdtN	1-1032/1032	===============	0/0	100.00	97.97	card	AP009048:4306557-4307589
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.11	128538	130182	PmrC	1-1645/1645	===============	0/0	100.00	99.39	card	AP009048:4338625-4340269
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.12	18888	19757	Escherichia_coli_rob	1-870/870	===============	0/0	100.00	98.97	card	NC_000913.3:4634441-4635311
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.12	26105	27747	YojI	1-1644/1644	========/======	1/1	99.94	98.54	card	NC_000913.3:1-1645
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.12	110946	111890	leuO	1-945/945	===============	0/0	100.00	99.26	card	NC_000913.3:84368-85313
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.13	28783	32377	evgS	1-3595/3595	===============	0/0	100.00	99.47	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.13	32382	32996	evgA	1-615/616	===============	0/0	99.84	99.02	card	NC_002695:3211892-3212507
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.13	33520	34576	emrK	1-1057/1057	===============	0/0	100.00	99.72	card	D78168:537-1593
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.13	34575	36114	emrY	1-1540/1540	===============	0/0	100.00	99.67	card	D78168:1592-3131
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.15	112523	112728	Escherichia_coli_emrE	1-206/1244	===............	0/0	16.56	100.00	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.16	49816	51049	mdtM	1-1234/1234	===============	0/0	100.00	95.54	card	U00096:4567287-4568520
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.2	5358	8463	acrF	1-3106/3106	===============	0/0	100.00	99.07	card	U00096:3415033-3418138
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.2	8474	9632	acrE	1-1159/1159	===============	0/0	100.00	98.97	card	U00096:3413864-3415022
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.2	10030	10693	acrS	1-664/664	===============	0/0	100.00	99.40	card	U00096:3412803-3413466
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.2	202642	204021	patA	1-1380/1380	===============	0/0	100.00	99.78	card	NC_000913.3:3219494-3220874
/home/ryder/AMR_PROJECT/assemblies/11658_6_76.fa	ERZ3165329.2	219383	220205	bacA	1-823/823	===============	0/0	100.00	100.00	card	U00096:3203310-3204132
