#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.18	51952	52307	tet(34)_1	66-421/465	.=======/=====.	2/2	76.34	75.63	resfinder	AB061440
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.41	25665	26466	lnu(B)_1	2-803/804	===============	0/0	99.75	77.18	resfinder	AJ238249
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.55	1516	2715	tet(A)_4	1-1200/1200	===============	0/0	100.00	100.00	resfinder	AJ517790
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.59	1	68	catB4_1	442-509/549	............==.	0/0	12.39	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.59	76	912	strB_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M96392
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.59	912	1715	strA_4	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.59	1776	2591	sul2_3	1-816/816	===============	0/0	100.00	100.00	resfinder	HQ840942
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.59	4454	4520	catB4_1	443-509/549	............==.	0/0	12.20	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.65	1	66	catB4_1	443-508/549	............==.	0/0	12.02	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.65	1180	2040	blaTEM-1B_1	1-861/861	===============	0/0	100.00	100.00	resfinder	JF910132
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.77	1	85	aadA1_1	89-173/972	.==............	0/0	8.74	98.82	resfinder	X02340
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.77	154	390	dfrB1_2	1-237/237	===============	0/0	100.00	100.00	resfinder	U36276
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.77	494	1295	aadA1_1	171-972/972	..=============	0/0	82.51	98.50	resfinder	X02340
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.79	1313	1463	aadA1_1	1-155/972	===...../......	2/4	15.53	97.42	resfinder	X02340
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.90	1	107	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.93	1	67	catB4_1	442-508/549	............==.	0/0	12.20	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.93	166	639	dfrA5_1	1-474/474	===============	0/0	100.00	100.00	resfinder	X12868
/home/ryder/AMR_PROJECT/assemblies/11658_5_45.fa	ERZ3164713.93	655	741	aadA1_1	89-175/972	.==............	0/0	8.95	100.00	resfinder	X02340
