#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.1	42670	44078	mdtK	1-1409/1425	========/======	2/4	98.74	75.05	card	CP014358.1:2161326-2162751
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.1	125039	126206	PmrE	1-1168/1168	===============	0/0	100.00	96.23	card	U00096:2098447-2099614
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.1	174594	175842	mdtA	1-1249/1249	===============	0/0	100.00	95.76	card	U00096:2154016-2155264
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.1	175841	178964	mdtB	1-3124/3124	===============	0/0	100.00	96.09	card	U00096:2155263-2158386
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.1	178964	182042	mdtC	1-3079/3079	===============	0/0	100.00	94.06	card	U00096:2158386-2161464
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.1	183454	184858	baeS	1-1405/1405	===============	0/0	100.00	90.39	card	AP009048:2165013-2166417
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.1	184854	185575	baeR	1-722/724	===============	0/0	99.72	97.37	card	NC_007779:2166413-2167136
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.100	1926	3164	Mrx	1-1239/1239	===============	0/0	100.00	100.00	card	AY522923.1:7745-8984
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.100	3161	4066	mphA	1-906/906	===============	0/0	100.00	100.00	card	D16251.1:1626-2532
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.101	449	1505	emrK	1-1057/1057	===============	0/0	100.00	97.64	card	D78168:537-1593
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.101	1504	3043	emrY	1-1540/1540	===============	0/0	100.00	97.66	card	D78168:1592-3131
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.106	236	1442	tet(A)	1-1207/1207	===============	0/0	100.00	99.92	card	NC_020418:458866-460072
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.11	5189	8294	acrF	1-3106/3106	===============	0/0	100.00	96.46	card	U00096:3415033-3418138
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.11	8305	9463	acrE	1-1159/1159	===============	0/0	100.00	98.36	card	U00096:3413864-3415022
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.11	9861	10524	acrS	1-664/664	===============	0/0	100.00	98.34	card	U00096:3412803-3413466
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.119	1	67	TEM-4	53-119/1061	==.............	0/0	6.31	100.00	card	NG_050265:1-1062
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.119	68	818	AAC(6')-Ib7	234-980/980	...=====/======	2/4	76.22	96.67	card	Y11946.1:1-981
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.119	723	1512	aadA	1-793/793	========/======	1/3	99.62	99.37	card	NC_010410:3621492-3622284
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.119	1572	2396	OXA-9	1-825/825	===============	0/0	100.00	100.00	card	M55547:1-826
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.119	2482	2538	AAC(6')-Ib'	3846-3902/3902	..............=	0/0	1.46	100.00	card	AY660529.1:1-3903
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.12	46662	47889	mdtG	1-1228/1228	===============	0/0	100.00	98.37	card	NC_007779:1115841-1117068
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.12	56519	57728	mdtH	1-1210/1210	===============	0/0	100.00	98.35	card	U00096:1124118-1125327
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.12	102934	106378	mfd	1-3445/3447	===============	0/0	99.94	96.98	card	NC_000913.3:1170518-1173965
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.121	1	1739	evgS	1-1739/3595	========.......	0/0	48.37	95.86	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.121	1743	2358	evgA	1-616/616	===============	0/0	100.00	98.86	card	NC_002695:3211892-3212507
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.14	59654	60071	Escherichia_coli_emrE	410-825/1244	....====/==....	1/2	33.44	91.87	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.148	1055	1218	Escherichia_coli_emrE	48-212/1244	===...../......	1/1	13.18	98.79	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.162	1	943	TEM-4	119-1061/1061	.==============	0/0	88.88	99.15	card	NG_050265:1-1062
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.17	73417	73831	H-NS	1-415/415	===============	0/0	100.00	99.28	card	NC_002695:1737554-1737968
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.2	27128	27997	Escherichia_coli_rob	1-870/870	===============	0/0	100.00	98.39	card	NC_000913.3:4634441-4635311
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.2	34340	35982	YojI	1-1644/1644	========/======	1/1	99.94	97.57	card	NC_000913.3:1-1645
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.2	118601	119545	leuO	1-945/945	===============	0/0	100.00	97.99	card	NC_000913.3:84368-85313
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.20	25207	25591	marA	1-385/385	===============	0/0	100.00	98.18	card	NC_007779:1621288-1621672
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.21	19417	20607	emrD	1-1191/1191	===============	0/0	100.00	97.90	card	GG749185.1:116813-118004
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.21	53200	54376	mdtL	1-1177/1177	===============	0/0	100.00	96.94	card	U00096:3891615-3892791
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.224	1	524	evgS	2662-3185/3595	...........===.	0/0	14.58	97.71	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.225	1	119	TEM-4	1-119/1061	==.............	0/0	11.22	100.00	card	NG_050265:1-1062
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.23	28381	30025	PmrC	1-1645/1645	===============	0/0	100.00	91.73	card	AP009048:4338625-4340269
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.239	1	458	evgS	1906-2363/3595	.......===.....	0/0	12.74	94.54	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.24	31145	31817	kdpE	1-673/678	===============	0/0	99.26	95.99	card	NC_000913.3:721056-721734
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.246	1	432	evgS	2297-2728/3595	.........===...	0/0	12.02	98.38	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.247	1	432	evgS	2297-2728/3595	.........===...	0/0	12.02	97.92	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.261	1	195	evgS	3401-3595/3595	..............=	0/0	5.42	97.95	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.28	34536	35876	Escherichia_coli_LamB	1-1341/1341	========/======	3/10	99.63	97.84	card	BA000007:5101245-5102586
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.286	1	300	evgS	1673-1972/3595	......===......	0/0	8.34	95.67	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.287	1	300	evgS	1673-1972/3595	......===......	0/0	8.34	96.33	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.289	1	298	evgS	3119-3416/3595	.............==	0/0	8.29	97.65	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.29	5756	7295	emrB	1-1540/1540	===============	0/0	100.00	97.73	card	U00096:2812616-2814155
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.29	7311	8484	emrA	1-1174/1174	===============	0/0	100.00	98.13	card	AP009048:2810083-2811256
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.29	8611	9141	emrR	1-531/531	===============	0/0	100.00	98.68	card	NC_000913.3:2810770-2811301
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.3	92230	93423	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	99.16	card	NC_000913.3:484426-485620
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.3	93446	96595	acrB	1-3150/3150	===============	0/0	100.00	97.75	card	NC_000913.3:481254-484404
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.31	33517	34891	cpxA	1-1375/1375	===============	0/0	100.00	98.47	card	NC_002695:4903562-4904936
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.31	34887	35585	Escherichia_coli_CpxR	1-699/699	===============	0/0	100.00	99.43	card	CP015085.1:3009840-3010539
/home/ryder/AMR_PROJECT/assemblies/11679_5_21.fa	ERZ3165077.323	68	210	TEM-4	43-185/1061	===............	0/0	13.48	97.90	card	NG_050265:1-1062
