#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/11679_6_76.fa	ERZ3166047.1	295189	295606	Escherichia_coli_emrE	410-825/1244	....====/==....	1/2	33.44	91.87	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11679_6_76.fa	ERZ3166047.1	391899	393307	mdtK	1-1409/1425	========/======	2/4	98.74	75.27	card	CP014358.1:2161326-2162751
/home/ryder/AMR_PROJECT/assemblies/11679_6_76.fa	ERZ3166047.10	179000	179077	Escherichia_coli_emrE	128-205/1244	.==............	0/0	6.27	89.74	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11679_6_76.fa	ERZ3166047.11	20421	21241	bacA	3-823/823	===============	0/0	99.76	97.44	card	U00096:3203310-3204132
/home/ryder/AMR_PROJECT/assemblies/11679_6_76.fa	ERZ3166047.11	41684	43171	tolC	1-1488/1488	===============	0/0	100.00	98.19	card	FJ768952:1-1489
/home/ryder/AMR_PROJECT/assemblies/11679_6_76.fa	ERZ3166047.12	73448	74146	Escherichia_coli_CpxR	1-699/699	===============	0/0	100.00	99.14	card	CP015085.1:3009840-3010539
/home/ryder/AMR_PROJECT/assemblies/11679_6_76.fa	ERZ3166047.12	74142	75510	cpxA	7-1375/1375	===============	0/0	99.56	98.54	card	NC_002695:4903562-4904936
/home/ryder/AMR_PROJECT/assemblies/11679_6_76.fa	ERZ3166047.126	196	389	Escherichia_coli_emrE	1-194/1244	===............	0/0	15.59	89.69	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11679_6_76.fa	ERZ3166047.16	54345	55989	PmrC	1-1645/1645	===============	0/0	100.00	91.19	card	AP009048:4338625-4340269
/home/ryder/AMR_PROJECT/assemblies/11679_6_76.fa	ERZ3166047.16	85205	86236	mdtN	1-1032/1032	===============	0/0	100.00	97.87	card	AP009048:4306557-4307589
/home/ryder/AMR_PROJECT/assemblies/11679_6_76.fa	ERZ3166047.16	86236	88287	mdtO	1-2052/2052	===============	0/0	100.00	97.03	card	AP009048:4304506-4306558
/home/ryder/AMR_PROJECT/assemblies/11679_6_76.fa	ERZ3166047.16	88284	89750	mdtP	1-1467/1467	===============	0/0	100.00	97.82	card	AP009048:4303043-4304510
/home/ryder/AMR_PROJECT/assemblies/11679_6_76.fa	ERZ3166047.17	19458	22572	acrD	1-3115/3115	===============	0/0	100.00	98.56	card	NC_007779:2586251-2589365
/home/ryder/AMR_PROJECT/assemblies/11679_6_76.fa	ERZ3166047.18	58896	60236	Escherichia_coli_LamB	1-1341/1341	========/======	3/10	99.63	97.77	card	BA000007:5101245-5102586
/home/ryder/AMR_PROJECT/assemblies/11679_6_76.fa	ERZ3166047.2	101259	102491	mdfA	1-1233/1233	===============	0/0	100.00	96.35	card	JQ394987:1-1234
