#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.1	289063	289480	Escherichia_coli_emrE	410-825/1244	....====/==....	1/2	33.44	91.87	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.10	28192	29836	PmrC	1-1645/1645	===============	0/0	100.00	91.73	card	AP009048:4338625-4340269
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.10	59059	60090	mdtN	1-1032/1032	===============	0/0	100.00	95.93	card	AP009048:4306557-4307589
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.10	60090	62141	mdtO	1-2052/2052	===============	0/0	100.00	96.88	card	AP009048:4304506-4306558
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.10	62138	63604	mdtP	1-1467/1467	===============	0/0	100.00	97.61	card	AP009048:4303043-4304510
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.10	136045	137385	Escherichia_coli_LamB	1-1341/1341	========/======	3/10	99.63	97.84	card	BA000007:5101245-5102586
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.107	207	284	Escherichia_coli_emrE	128-205/1244	.==............	0/0	6.27	89.74	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.109	1	529	APH(3'')-Ib	1-529/805	==========.....	0/0	65.71	99.62	card	AF313472:15594-16398
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.109	590	1406	sul2	1-817/817	===============	0/0	100.00	100.00	card	AY055428:20269-21085
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.113	489	1549	TEM-4	1-1061/1061	===============	0/0	100.00	99.06	card	NG_050265:1-1062
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.123	207	1021	APH(3')-Ia	3-817/817	===============	0/0	99.76	99.39	card	BX664015:103018-103834
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.125	8	845	APH(6)-Id	1-838/838	===============	0/0	100.00	99.88	card	AF024602:3156-3993
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.125	844	1121	APH(3'')-Ib	528-805/805	.........======	0/0	34.53	100.00	card	AF313472:15594-16398
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.13	73443	74141	Escherichia_coli_CpxR	1-699/699	===============	0/0	100.00	99.43	card	CP015085.1:3009840-3010539
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.13	74137	75511	cpxA	1-1375/1375	===============	0/0	100.00	98.47	card	NC_002695:4903562-4904936
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.14	63994	67107	acrD	1-3115/3115	========/======	1/1	99.97	98.56	card	NC_007779:2586251-2589365
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.150	1	67	APH(3'')-Ib	528-594/805	.........===...	0/0	8.32	100.00	card	AF313472:15594-16398
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.150	140	623	dfrA14	1-484/484	===============	0/0	100.00	100.00	card	EU780012:2163-2646
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.150	631	700	APH(3'')-Ib	463-532/805	........==.....	0/0	8.70	98.57	card	AF313472:15594-16398
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.16	34291	37735	mfd	1-3445/3447	===============	0/0	99.94	96.98	card	NC_000913.3:1170518-1173965
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.16	82941	84150	mdtH	1-1210/1210	===============	0/0	100.00	98.35	card	U00096:1124118-1125327
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.16	92780	94007	mdtG	1-1228/1228	===============	0/0	100.00	98.37	card	NC_007779:1115841-1117068
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.18	34754	35138	marA	1-385/385	===============	0/0	100.00	98.18	card	NC_007779:1621288-1621672
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.2	93868	94837	PmrF	1-970/970	===============	0/0	100.00	97.53	card	U00096:2367071-2368040
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.2	295325	296046	baeR	1-722/724	===============	0/0	99.72	97.37	card	NC_007779:2166413-2167136
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.2	296042	297446	baeS	1-1405/1405	===============	0/0	100.00	90.39	card	AP009048:2165013-2166417
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.2	298858	301936	mdtC	1-3079/3079	===============	0/0	100.00	94.15	card	U00096:2158386-2161464
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.2	301936	305059	mdtB	1-3124/3124	===============	0/0	100.00	96.09	card	U00096:2155263-2158386
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.2	305058	306306	mdtA	1-1249/1249	===============	0/0	100.00	95.28	card	U00096:2154016-2155264
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.2	361315	362482	PmrE	1-1168/1168	===============	0/0	100.00	96.32	card	U00096:2098447-2099614
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.24	10096	11504	mdtK	1-1409/1425	========/======	2/4	98.74	75.27	card	CP014358.1:2161326-2162751
/home/ryder/AMR_PROJECT/assemblies/11657_5_73.fa	ERZ3165829.24	59561	59765	Escherichia_coli_emrE	1-205/1244	===............	0/0	16.48	94.15	card	Z11877.1:1-1245
