#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.1	5189	8294	acrF	1-3106/3106	===============	0/0	100.00	96.49	card	U00096:3415033-3418138
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.1	8305	9463	acrE	1-1159/1159	===============	0/0	100.00	98.79	card	U00096:3413864-3415022
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.1	9861	10524	acrS	1-664/664	===============	0/0	100.00	98.34	card	U00096:3412803-3413466
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.1	193626	195005	patA	1-1380/1380	===============	0/0	100.00	97.17	card	NC_000913.3:3219494-3220874
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.1	210367	211187	bacA	3-823/823	===============	0/0	99.76	98.17	card	U00096:3203310-3204132
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.1	238705	240192	tolC	1-1488/1488	===============	0/0	100.00	97.98	card	FJ768952:1-1489
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.12	45027	46435	mdtK	1-1409/1425	========/======	2/4	98.74	75.27	card	CP014358.1:2161326-2162751
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.12	100145	100349	Escherichia_coli_emrE	1-205/1244	===............	0/0	16.48	94.15	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.14	22737	23964	mdtG	1-1228/1228	===============	0/0	100.00	98.29	card	NC_007779:1115841-1117068
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.14	32592	33801	mdtH	1-1210/1210	===============	0/0	100.00	98.26	card	U00096:1124118-1125327
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.14	79004	82448	mfd	1-3445/3447	===============	0/0	99.94	97.07	card	NC_000913.3:1170518-1173965
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.15	39579	41327	msbA	1-1749/1749	===============	0/0	100.00	98.06	card	NC_000913.3:966621-968370
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.2	82710	83679	PmrF	1-970/970	===============	0/0	100.00	97.63	card	U00096:2367071-2368040
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.2	192282	193821	emrY	1-1540/1540	===============	0/0	100.00	97.73	card	D78168:1592-3131
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.2	193820	194876	emrK	1-1057/1057	===============	0/0	100.00	97.73	card	D78168:537-1593
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.2	195400	196015	evgA	1-616/616	===============	0/0	100.00	99.03	card	NC_002695:3211892-3212507
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.2	196019	199613	evgS	1-3595/3595	===============	0/0	100.00	96.19	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.23	10718	12058	Escherichia_coli_LamB	1-1341/1341	========/======	3/10	99.63	97.70	card	BA000007:5101245-5102586
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.24	35707	36091	marA	1-385/385	===============	0/0	100.00	98.70	card	NC_007779:1621288-1621672
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.26	9080	10256	mdtL	1-1177/1177	===============	0/0	100.00	96.77	card	U00096:3891615-3892791
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.26	42848	44038	emrD	1-1191/1191	===============	0/0	100.00	97.98	card	GG749185.1:116813-118004
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.27	19496	19913	Escherichia_coli_emrE	410-825/1244	....====/==....	1/2	33.44	91.87	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.28	30525	31773	mdtA	1-1249/1249	===============	0/0	100.00	95.12	card	U00096:2154016-2155264
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.28	31772	34895	mdtB	1-3124/3124	===============	0/0	100.00	96.29	card	U00096:2155263-2158386
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.28	34895	37973	mdtC	1-3079/3079	===============	0/0	100.00	94.19	card	U00096:2158386-2161464
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.28	39385	40789	baeS	1-1405/1405	===============	0/0	100.00	90.53	card	AP009048:2165013-2166417
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.28	40785	41506	baeR	1-722/724	===============	0/0	99.72	96.81	card	NC_007779:2166413-2167136
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.31	5744	7283	emrB	1-1540/1540	===============	0/0	100.00	96.95	card	U00096:2812616-2814155
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.31	7299	8472	emrA	1-1174/1174	===============	0/0	100.00	98.21	card	AP009048:2810083-2811256
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.31	8599	9129	emrR	1-531/531	===============	0/0	100.00	98.68	card	NC_000913.3:2810770-2811301
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.32	31724	32396	kdpE	1-673/678	===============	0/0	99.26	95.84	card	NC_000913.3:721056-721734
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.33	24873	26517	PmrC	1-1645/1645	===============	0/0	100.00	91.85	card	AP009048:4338625-4340269
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.38	1269	2501	mdfA	1-1233/1233	===============	0/0	100.00	96.59	card	JQ394987:1-1234
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.4	26248	27192	leuO	1-945/945	===============	0/0	100.00	97.99	card	NC_000913.3:84368-85313
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.4	111542	113184	YojI	1-1644/1644	========/======	1/1	99.94	97.38	card	NC_000913.3:1-1645
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.4	119527	120396	Escherichia_coli_rob	1-870/870	===============	0/0	100.00	99.08	card	NC_000913.3:4634441-4635311
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.4	177892	179125	mdtM	1-1234/1234	===============	0/0	100.00	95.06	card	U00096:4567287-4568520
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.42	27967	28153	Escherichia_coli_emrE	205-391/1244	..===..........	0/0	15.03	89.84	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.45	9080	10454	cpxA	1-1375/1375	===============	0/0	100.00	98.40	card	NC_002695:4903562-4904936
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.45	10450	11148	Escherichia_coli_CpxR	1-699/699	===============	0/0	100.00	99.43	card	CP015085.1:3009840-3010539
/home/ryder/AMR_PROJECT/assemblies/11658_6_8.fa	ERZ3164363.49	16942	17146	Escherichia_coli_emrE	1-205/1244	===............	0/0	16.48	99.51	card	Z11877.1:1-1245
