#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/11658_5_50.fa	ERZ3164764.1	37191	37608	Escherichia_coli_emrE	410-825/1244	....====/==....	1/2	33.44	91.87	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11658_5_50.fa	ERZ3164764.10	19316	20185	Escherichia_coli_rob	1-870/870	===============	0/0	100.00	99.66	card	NC_000913.3:4634441-4635311
/home/ryder/AMR_PROJECT/assemblies/11658_5_50.fa	ERZ3164764.10	26528	28171	YojI	1-1644/1644	===============	0/0	100.00	97.20	card	NC_000913.3:1-1645
/home/ryder/AMR_PROJECT/assemblies/11658_5_50.fa	ERZ3164764.10	119789	120733	leuO	1-945/945	===============	0/0	100.00	97.04	card	NC_000913.3:84368-85313
/home/ryder/AMR_PROJECT/assemblies/11658_5_50.fa	ERZ3164764.109	978	1084	Escherichia_coli_emrE	86-192/1244	.==............	0/0	8.60	83.18	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11658_5_50.fa	ERZ3164764.11	65767	66465	Escherichia_coli_CpxR	1-699/699	===============	0/0	100.00	99.71	card	CP015085.1:3009840-3010539
/home/ryder/AMR_PROJECT/assemblies/11658_5_50.fa	ERZ3164764.11	66461	67835	cpxA	1-1375/1375	===============	0/0	100.00	98.47	card	NC_002695:4903562-4904936
/home/ryder/AMR_PROJECT/assemblies/11658_5_50.fa	ERZ3164764.12	52569	53801	mdfA	1-1233/1233	===============	0/0	100.00	96.27	card	JQ394987:1-1234
/home/ryder/AMR_PROJECT/assemblies/11658_5_50.fa	ERZ3164764.13	5072	5486	H-NS	1-415/415	===============	0/0	100.00	99.28	card	NC_002695:1737554-1737968
/home/ryder/AMR_PROJECT/assemblies/11658_5_50.fa	ERZ3164764.151	1	524	evgS	2662-3185/3595	...........===.	0/0	14.58	97.90	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/11658_5_50.fa	ERZ3164764.163	1	432	evgS	2297-2728/3595	.........===...	0/0	12.02	98.38	card	U00096:2484374-2487968
