#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.10	50830	51185	tet(34)_1	66-421/465	.=======/=====.	2/2	76.34	75.35	resfinder	AB061440
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.103	1	77	catB4_1	443-519/549	............===	0/0	14.03	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.54	1	80	catB4_1	442-521/549	............===	0/0	14.57	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.54	21910	22016	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.70	1	79	catB4_1	443-521/549	............===	0/0	14.39	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.79	7451	7528	catB4_1	443-520/549	............===	0/0	14.21	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.84	2489	3325	strB_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M96392
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.84	3325	4128	strA_4	1-804/804	===============	0/0	100.00	100.00	resfinder	AF321551
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.84	4189	5004	sul2_2	1-816/816	===============	0/0	100.00	100.00	resfinder	GQ421466
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.85	1798	3003	tet(B)_4	1-1206/1206	===============	0/0	100.00	99.92	resfinder	AF326777
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.87	2715	3590	blaCTX-M-15_23	1-876/876	===============	0/0	100.00	100.00	resfinder	DQ302097
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.87	4807	4891	catB4_1	434-518/549	...........====	0/0	15.48	96.47	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.88	396	1322	sul1_2	1-927/927	===============	0/0	100.00	100.00	resfinder	CP002151
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.88	1782	2570	aadA5_1	1-789/789	===============	0/0	100.00	100.00	resfinder	AF137361
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.88	2701	3174	dfrA17_1	1-474/474	===============	0/0	100.00	100.00	resfinder	FJ460238
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.88	3193	3359	aadA1_1	1-174/972	===...../......	3/7	17.18	95.98	resfinder	X02340
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.93	1	78	catB4_1	443-520/549	............===	0/0	14.21	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.93	148	1069	mph(A)_2	1-921/921	========/======	1/1	100.00	99.67	resfinder	U36578
/home/ryder/AMR_PROJECT/assemblies/18090_6_57.fa	ERZ3486138.93	3710	3787	catB4_1	443-520/549	............===	0/0	14.21	100.00	resfinder	EU935739
