#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.1	31618	35062	mfd	1-3445/3447	===============	0/0	99.94	98.32	card	NC_000913.3:1170518-1173965
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.1	80980	82189	mdtH	1-1210/1210	===============	0/0	100.00	98.02	card	U00096:1124118-1125327
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.1	90820	92047	mdtG	1-1228/1228	===============	0/0	100.00	98.37	card	NC_007779:1115841-1117068
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.1	217914	219662	msbA	1-1749/1749	===============	0/0	100.00	98.74	card	NC_000913.3:966621-968370
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.109	4954	5368	H-NS	1-415/415	===============	0/0	100.00	99.52	card	NC_002695:1737554-1737968
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.118	65	399	acrF	2772-3106/3106	.............==	0/0	10.79	97.31	card	U00096:3415033-3418138
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.12	74480	77594	acrD	1-3115/3115	===============	0/0	100.00	98.65	card	NC_007779:2586251-2589365
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.129	399	1557	acrE	1-1159/1159	===============	0/0	100.00	98.53	card	U00096:3413864-3415022
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.129	1568	4349	acrF	1-2782/3106	==============.	0/0	89.57	98.38	card	U00096:3415033-3418138
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.13	8784	9507	baeR	1-724/724	===============	0/0	100.00	96.27	card	NC_007779:2166413-2167136
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.13	9503	10907	baeS	1-1405/1405	===============	0/0	100.00	92.24	card	AP009048:2165013-2166417
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.13	12319	15397	mdtC	1-3079/3079	===============	0/0	100.00	96.10	card	U00096:2158386-2161464
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.13	15397	18520	mdtB	1-3124/3124	===============	0/0	100.00	97.25	card	U00096:2155263-2158386
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.13	18519	19767	mdtA	1-1249/1249	===============	0/0	100.00	96.96	card	U00096:2154016-2155264
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.13	72274	73441	PmrE	1-1168/1168	===============	0/0	100.00	98.03	card	U00096:2098447-2099614
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.132	472	583	Escherichia_coli_emrE	81-192/1244	===............	0/0	9.00	83.04	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.14	74968	76028	TEM-4	1-1061/1061	===============	0/0	100.00	99.34	card	NG_050265:1-1062
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.19	54729	55406	kdpE	1-678/678	===============	0/0	100.00	96.75	card	NC_000913.3:721056-721734
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.2	14993	15626	CRP	1-634/634	===============	0/0	100.00	99.21	card	AP009048:4153664-4154297
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.21	6658	8037	patA	1-1380/1380	===============	0/0	100.00	97.25	card	NC_000913.3:3219494-3220874
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.21	23875	24695	bacA	3-823/823	===============	0/0	99.76	97.08	card	U00096:3203310-3204132
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.21	45030	46517	tolC	1-1488/1488	===============	0/0	100.00	98.25	card	FJ768952:1-1489
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.24	14191	15531	Escherichia_coli_LamB	1-1341/1341	===============	0/0	100.00	97.99	card	BA000007:5101245-5102586
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.28	8219	9627	mdtK	1-1409/1425	========/======	2/4	98.74	75.12	card	CP014358.1:2161326-2162751
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.3	66393	67625	mdfA	1-1233/1233	===============	0/0	100.00	96.84	card	JQ394987:1-1234
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.34	45941	46604	acrS	1-664/664	===============	0/0	100.00	97.89	card	U00096:3412803-3413466
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.36	8220	9862	YojI	1-1644/1644	========/======	1/1	99.94	98.48	card	NC_000913.3:1-1645
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.36	16205	17074	Escherichia_coli_rob	1-870/870	===============	0/0	100.00	99.89	card	NC_000913.3:4634441-4635311
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.37	23644	24028	marA	1-385/385	===============	0/0	100.00	99.74	card	NC_007779:1621288-1621672
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.4	68926	69870	leuO	1-945/945	===============	0/0	100.00	97.35	card	NC_000913.3:84368-85313
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.42	3673	5212	emrB	1-1540/1540	===============	0/0	100.00	98.25	card	U00096:2812616-2814155
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.42	5228	6401	emrA	1-1174/1174	===============	0/0	100.00	97.96	card	AP009048:2810083-2811256
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.42	6528	7058	emrR	1-531/531	===============	0/0	100.00	99.44	card	NC_000913.3:2810770-2811301
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.46	7399	8938	emrY	1-1540/1540	===============	0/0	100.00	98.51	card	D78168:1592-3131
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.46	8937	9993	emrK	1-1057/1057	===============	0/0	100.00	96.41	card	D78168:537-1593
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.46	10516	11131	evgA	1-616/616	===============	0/0	100.00	99.03	card	NC_002695:3211892-3212507
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.46	11135	14729	evgS	1-3595/3595	===============	0/0	100.00	96.55	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.47	18301	19494	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	98.83	card	NC_000913.3:484426-485620
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.47	19517	22666	acrB	1-3150/3150	===============	0/0	100.00	99.08	card	NC_000913.3:481254-484404
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.5	52109	53078	PmrF	1-970/970	===============	0/0	100.00	96.29	card	U00096:2367071-2368040
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.6	59554	60928	cpxA	1-1375/1375	===============	0/0	100.00	98.76	card	NC_002695:4903562-4904936
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.6	60924	61622	Escherichia_coli_CpxR	1-699/699	===============	0/0	100.00	98.14	card	CP015085.1:3009840-3010539
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.7	70106	71750	PmrC	1-1645/1645	===============	0/0	100.00	97.20	card	AP009048:4338625-4340269
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.7	100997	102028	mdtN	1-1032/1032	===============	0/0	100.00	97.77	card	AP009048:4306557-4307589
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.7	102028	104079	mdtO	1-2052/2052	===============	0/0	100.00	96.98	card	AP009048:4304506-4306558
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.7	104076	105542	mdtP	1-1467/1467	===============	0/0	100.00	96.59	card	AP009048:4303043-4304510
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.75	479	1304	gadX	1-826/826	===============	0/0	100.00	93.95	card	NC_007779:3974605-3975430
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.75	1672	2400	gadW	1-729/729	===============	0/0	100.00	96.71	card	CP015085.1:2551712-2552441
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.75	2762	5876	mdtF	1-3115/3115	===============	0/0	100.00	98.01	card	U00096:3660414-3663528
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.75	5901	7059	mdtE	1-1159/1159	===============	0/0	100.00	98.53	card	AP009048:3980026-3981184
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.8	102119	103309	emrD	1-1191/1191	===============	0/0	100.00	98.07	card	GG749185.1:116813-118004
/home/ryder/AMR_PROJECT/assemblies/11658_7_75.fa	ERZ3165926.89	11456	12689	mdtM	1-1234/1234	===============	0/0	100.00	95.79	card	U00096:4567287-4568520
