#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/18090_7_79.fa	ERZ3485095.1	31728	35322	evgS	1-3595/3595	===============	0/0	100.00	99.39	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/18090_7_79.fa	ERZ3485095.1	35327	35941	evgA	1-615/616	===============	0/0	99.84	99.02	card	NC_002695:3211892-3212507
/home/ryder/AMR_PROJECT/assemblies/18090_7_79.fa	ERZ3485095.1	36465	37521	emrK	1-1057/1057	===============	0/0	100.00	99.62	card	D78168:537-1593
/home/ryder/AMR_PROJECT/assemblies/18090_7_79.fa	ERZ3485095.1	37520	39059	emrY	1-1540/1540	===============	0/0	100.00	98.31	card	D78168:1592-3131
/home/ryder/AMR_PROJECT/assemblies/18090_7_79.fa	ERZ3485095.1	158576	159545	PmrF	1-970/970	===============	0/0	100.00	99.38	card	U00096:2367071-2368040
/home/ryder/AMR_PROJECT/assemblies/18090_7_79.fa	ERZ3485095.1	358228	358951	baeR	1-724/724	===============	0/0	100.00	99.45	card	NC_007779:2166413-2167136
/home/ryder/AMR_PROJECT/assemblies/18090_7_79.fa	ERZ3485095.1	358947	360351	baeS	1-1405/1405	===============	0/0	100.00	98.72	card	AP009048:2165013-2166417
/home/ryder/AMR_PROJECT/assemblies/18090_7_79.fa	ERZ3485095.1	361763	364841	mdtC	1-3079/3079	===============	0/0	100.00	97.89	card	U00096:2158386-2161464
/home/ryder/AMR_PROJECT/assemblies/18090_7_79.fa	ERZ3485095.1	364841	367964	mdtB	1-3124/3124	===============	0/0	100.00	98.72	card	U00096:2155263-2158386
/home/ryder/AMR_PROJECT/assemblies/18090_7_79.fa	ERZ3485095.1	367963	369211	mdtA	1-1249/1249	===============	0/0	100.00	98.00	card	U00096:2154016-2155264
/home/ryder/AMR_PROJECT/assemblies/18090_7_79.fa	ERZ3485095.1	421671	422838	PmrE	1-1168/1168	========/======	6/12	99.49	84.84	card	U00096:2098447-2099614
/home/ryder/AMR_PROJECT/assemblies/18090_7_79.fa	ERZ3485095.1	466481	467889	mdtK	1-1409/1425	========/======	2/4	98.74	75.27	card	CP014358.1:2161326-2162751
/home/ryder/AMR_PROJECT/assemblies/18090_7_79.fa	ERZ3485095.1	514693	515103	Escherichia_coli_emrE	410-820/1244	....======.....	0/0	33.04	92.21	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/18090_7_79.fa	ERZ3485095.10	15079	15712	CRP	1-634/634	===============	0/0	100.00	99.21	card	AP009048:4153664-4154297
/home/ryder/AMR_PROJECT/assemblies/18090_7_79.fa	ERZ3485095.10	185628	186786	mdtE	1-1159/1159	===============	0/0	100.00	99.74	card	AP009048:3980026-3981184
