#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.1	287404	287814	Escherichia_coli_emrE	410-820/1244	....======.....	0/0	33.04	92.46	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.1	381706	383114	mdtK	1-1409/1425	========/======	3/4	98.74	75.19	card	CP014358.1:2161326-2162751
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.1	434835	436002	PmrE	1-1168/1168	===============	0/0	100.00	96.58	card	U00096:2098447-2099614
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.1	489210	490458	mdtA	1-1249/1249	===============	0/0	100.00	96.24	card	U00096:2154016-2155264
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.1	490457	493580	mdtB	1-3124/3124	===============	0/0	100.00	96.73	card	U00096:2155263-2158386
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.1	493580	496658	mdtC	1-3079/3079	===============	0/0	100.00	93.83	card	U00096:2158386-2161464
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.1	498070	499474	baeS	1-1405/1405	===============	0/0	100.00	90.61	card	AP009048:2165013-2166417
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.1	499470	500191	baeR	1-722/724	===============	0/0	99.72	97.23	card	NC_007779:2166413-2167136
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.1	695764	696733	PmrF	1-970/970	===============	0/0	100.00	97.63	card	U00096:2367071-2368040
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.11	5071	5485	H-NS	1-415/415	===============	0/0	100.00	99.28	card	NC_002695:1737554-1737968
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.12	19224	20690	mdtP	1-1467/1467	===============	0/0	100.00	97.75	card	AP009048:4303043-4304510
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.12	20687	22738	mdtO	1-2052/2052	===============	0/0	100.00	97.08	card	AP009048:4304506-4306558
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.12	22738	23769	mdtN	1-1032/1032	===============	0/0	100.00	96.12	card	AP009048:4306557-4307589
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.12	52942	54586	PmrC	1-1645/1645	===============	0/0	100.00	91.25	card	AP009048:4338625-4340269
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.16	37343	38683	Escherichia_coli_LamB	1-1341/1341	========/======	3/10	99.63	97.70	card	BA000007:5101245-5102586
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.18	18299	18683	marA	1-385/385	===============	0/0	100.00	98.70	card	NC_007779:1621288-1621672
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.19	40584	41256	kdpE	1-673/678	===============	0/0	99.26	95.99	card	NC_000913.3:721056-721734
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.2	31461	32502	Escherichia_coli_emrE	205-1244/1244	..======/======	2/2	83.60	95.97	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11657_6_9.fa	ERZ3164574.2	65188	68634	mfd	1-3447/3447	===============	0/0	100.00	97.24	card	NC_000913.3:1170518-1173965
