#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.100	1786	2602	sul2	1-817/817	===============	0/0	100.00	100.00	card	AY055428:20269-21085
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.100	2663	3467	APH(3'')-Ib	1-805/805	===============	0/0	100.00	99.75	card	AF313472:15594-16398
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.100	3466	4303	APH(6)-Id	1-838/838	===============	0/0	100.00	99.88	card	AF024602:3156-3993
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.11	46590	47964	cpxA	1-1375/1375	===============	0/0	100.00	98.98	card	NC_002695:4903562-4904936
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.11	47960	48658	Escherichia_coli_CpxR	1-699/699	===============	0/0	100.00	97.57	card	CP015085.1:3009840-3010539
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.13	102607	103576	PmrF	1-970/970	===============	0/0	100.00	96.70	card	U00096:2367071-2368040
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.14	791	2018	mdtG	1-1228/1228	===============	0/0	100.00	98.45	card	NC_007779:1115841-1117068
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.14	10648	11857	mdtH	1-1210/1210	===============	0/0	100.00	98.35	card	U00096:1124118-1125327
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.14	57838	61284	mfd	1-3447/3447	===============	0/0	100.00	97.53	card	NC_000913.3:1170518-1173965
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.15	50249	51442	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	99.00	card	NC_000913.3:484426-485620
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.15	51465	54614	acrB	1-3150/3150	===============	0/0	100.00	99.14	card	NC_000913.3:481254-484404
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.17	80573	81981	mdtK	1-1409/1425	========/======	2/4	98.74	75.12	card	CP014358.1:2161326-2162751
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.18	32100	33348	mdtA	1-1249/1249	===============	0/0	100.00	97.04	card	U00096:2154016-2155264
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.18	33347	36470	mdtB	1-3124/3124	===============	0/0	100.00	96.29	card	U00096:2155263-2158386
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.18	36470	39548	mdtC	1-3079/3079	===============	0/0	100.00	95.81	card	U00096:2158386-2161464
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.18	40960	42364	baeS	1-1405/1405	===============	0/0	100.00	91.17	card	AP009048:2165013-2166417
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.18	42360	43083	baeR	1-724/724	===============	0/0	100.00	96.27	card	NC_007779:2166413-2167136
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.183	380	491	Escherichia_coli_emrE	81-192/1244	===............	0/0	9.00	83.93	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.2	64759	65703	leuO	1-945/945	===============	0/0	100.00	97.35	card	NC_000913.3:84368-85313
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.2	157218	158860	YojI	1-1644/1644	========/======	1/1	99.94	99.03	card	NC_000913.3:1-1645
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.2	165203	166072	Escherichia_coli_rob	1-870/870	===============	0/0	100.00	97.59	card	NC_000913.3:4634441-4635311
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.20	19995	20137	kdpE	535-678/678	......../...===	1/1	21.09	91.67	card	NC_000913.3:721056-721734
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.20	24330	25007	kdpE	1-678/678	===============	0/0	100.00	97.49	card	NC_000913.3:721056-721734
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.23	40036	43150	acrD	1-3115/3115	===============	0/0	100.00	98.88	card	NC_007779:2586251-2589365
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.25	43429	44661	mdfA	1-1233/1233	===============	0/0	100.00	96.84	card	JQ394987:1-1234
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.27	14082	15258	mdtL	1-1177/1177	===============	0/0	100.00	96.18	card	U00096:3891615-3892791
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.27	39666	40140	dfrA15	1-475/475	===============	0/0	100.00	84.63	card	KF534911:40-514
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.27	40234	40758	SAT-1	1-525/525	===============	0/0	100.00	100.00	card	AB211124:1-526
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.27	40815	41604	aadA	1-793/793	========/======	1/3	99.62	99.37	card	NC_010410:3621492-3622284
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.29	22527	23717	emrD	1-1191/1191	===============	0/0	100.00	97.98	card	GG749185.1:116813-118004
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.3	148426	148781	tet34	66-421/465	.=======/=====.	2/2	76.34	75.35	card	AB061440:306-771
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.37	35454	36612	mdtE	1-1159/1159	===============	0/0	100.00	98.79	card	AP009048:3980026-3981184
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.37	36637	39751	mdtF	1-3115/3115	===============	0/0	100.00	97.53	card	U00096:3660414-3663528
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.37	40113	40841	gadW	1-729/729	===============	0/0	100.00	96.84	card	CP015085.1:2551712-2552441
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.37	41209	42034	gadX	1-826/826	===============	0/0	100.00	93.58	card	NC_007779:3974605-3975430
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.4	14993	15626	CRP	1-634/634	===============	0/0	100.00	99.05	card	AP009048:4153664-4154297
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.46	260	1799	emrY	1-1540/1540	===============	0/0	100.00	98.05	card	D78168:1592-3131
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.46	1798	2854	emrK	1-1057/1057	===============	0/0	100.00	97.26	card	D78168:537-1593
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.46	3378	3993	evgA	1-616/616	===============	0/0	100.00	99.03	card	NC_002695:3211892-3212507
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.46	3997	7591	evgS	1-3595/3595	===============	0/0	100.00	96.19	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.49	31565	32095	emrR	1-531/531	===============	0/0	100.00	99.81	card	NC_000913.3:2810770-2811301
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.5	4611	5989	patA	1-1379/1380	===============	0/0	99.93	98.48	card	NC_000913.3:3219494-3220874
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.53	7800	8364	tet(C)	1-565/565	========/======	2/2	99.82	76.50	card	AY171578:1-565
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.56	21344	21728	marA	1-385/385	===============	0/0	100.00	99.74	card	NC_007779:1621288-1621672
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.6	131924	133672	msbA	1-1749/1749	===============	0/0	100.00	98.91	card	NC_000913.3:966621-968370
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.62	16791	17958	PmrE	1-1168/1168	===============	0/0	100.00	95.55	card	U00096:2098447-2099614
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.7	101739	103226	tolC	1-1488/1488	===============	0/0	100.00	99.73	card	FJ768952:1-1489
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.7	125601	126423	bacA	1-823/823	===============	0/0	100.00	99.03	card	U00096:3203310-3204132
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.83	66	708	acrS	22-664/664	===============	0/0	96.84	97.98	card	U00096:3412803-3413466
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.83	1106	2264	acrE	1-1159/1159	===============	0/0	100.00	98.53	card	U00096:3413864-3415022
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.83	2275	5349	acrF	1-3106/3106	========/======	1/31	99.00	96.81	card	U00096:3415033-3418138
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.9	28092	29736	PmrC	1-1645/1645	===============	0/0	100.00	97.69	card	AP009048:4338625-4340269
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.9	58985	60016	mdtN	1-1032/1032	===============	0/0	100.00	97.29	card	AP009048:4306557-4307589
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.9	60016	62067	mdtO	1-2052/2052	===============	0/0	100.00	96.39	card	AP009048:4304506-4306558
/home/ryder/AMR_PROJECT/assemblies/11658_4_94.fa	ERZ3166155.9	62064	63530	mdtP	1-1467/1467	===============	0/0	100.00	96.73	card	AP009048:4303043-4304510
