#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.19	29727	30082	tet(34)_1	66-421/465	.=======/=====.	2/2	76.34	75.07	resfinder	AB061440
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.49	3572	3747	aadA1_1	1-184/972	===...../......	4/8	18.11	94.56	resfinder	X02340
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.49	3744	4241	dfrA12_1	1-498/498	===============	0/0	100.00	100.00	resfinder	AB571791
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.49	4649	5440	aadA2_2	1-792/792	===============	0/0	100.00	100.00	resfinder	JQ364967
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.49	5702	6961	cmlA1_1	1-1260/1260	===============	0/0	100.00	99.92	resfinder	M64556
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.49	7044	7845	aadA1_1	171-972/972	..=============	0/0	82.51	99.75	resfinder	X02340
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.51	4937	5797	aac(3)-IId_1	1-861/861	===============	0/0	100.00	99.88	resfinder	EU022314
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.51	6435	6514	catB4_1	442-521/549	............===	0/0	14.57	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.53	1	79	catB4_1	443-521/549	............===	0/0	14.39	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.53	3358	4161	strA_1	1-804/804	===============	0/0	100.00	100.00	resfinder	M96392
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.53	4161	4997	strB_1	1-837/837	===============	0/0	100.00	100.00	resfinder	M96392
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.57	1	77	catB4_1	442-518/549	............===	0/0	14.03	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.58	1134	2333	tet(A)_4	1-1200/1200	===============	0/0	100.00	99.92	resfinder	AJ517790
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.61	1	79	catB4_1	442-520/549	............===	0/0	14.39	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.61	924	2843	tet(M)_8	1-1920/1920	===============	0/0	100.00	96.15	resfinder	X04388
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.62	1661	2536	blaCTX-M-55_2	1-876/876	===============	0/0	100.00	100.00	resfinder	GQ456159
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.62	3081	3158	catB4_1	442-519/549	............===	0/0	14.21	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.63	154	945	sul3_2	1-792/792	===============	0/0	100.00	100.00	resfinder	AJ459418
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.63	2706	2968	mef(B)_1	968-1230/1230	...........====	0/0	21.38	99.62	resfinder	FJ196385
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.63	2965	3042	catB4_1	442-519/549	............===	0/0	14.21	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.76	164	979	aph(3')-Ia_1	1-816/816	===============	0/0	100.00	100.00	resfinder	V00359
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.76	1117	1193	catB4_1	443-519/549	............===	0/0	14.03	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.83	1	78	catB4_1	443-520/549	............===	0/0	14.21	100.00	resfinder	EU935739
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.83	170	811	catA2_1	1-642/642	===============	0/0	100.00	96.11	resfinder	X53796
/home/ryder/AMR_PROJECT/assemblies/18090_7_68.fa	ERZ3484866.88	1	107	catB4_1	443-549/549	............===	0/0	19.49	100.00	resfinder	EU935739
