#FILE	SEQUENCE	START	END	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.1	398796	399213	Escherichia_coli_emrE	410-825/1244	....====/==....	1/2	33.44	91.87	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.10	48050	49226	mdtL	1-1177/1177	===============	0/0	100.00	96.86	card	U00096:3891615-3892791
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.10	81819	83009	emrD	1-1191/1191	===============	0/0	100.00	97.98	card	GG749185.1:116813-118004
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.11	140827	141771	leuO	1-945/945	===============	0/0	100.00	97.99	card	NC_000913.3:84368-85313
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.12	141023	141437	H-NS	1-415/415	===============	0/0	100.00	99.04	card	NC_002695:1737554-1737968
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.13	73442	74140	Escherichia_coli_CpxR	1-699/699	===============	0/0	100.00	99.57	card	CP015085.1:3009840-3010539
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.13	74136	75510	cpxA	1-1375/1375	===============	0/0	100.00	98.47	card	NC_002695:4903562-4904936
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.18	66167	67809	YojI	1-1644/1644	========/======	1/1	99.94	97.32	card	NC_000913.3:1-1645
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.18	74152	75021	Escherichia_coli_rob	1-870/870	===============	0/0	100.00	97.01	card	NC_000913.3:4634441-4635311
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.2	108976	110463	tolC	1-1488/1488	===============	0/0	100.00	97.98	card	FJ768952:1-1489
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.2	132595	133415	bacA	3-823/823	===============	0/0	99.76	98.17	card	U00096:3203310-3204132
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.2	148730	150109	patA	1-1380/1380	===============	0/0	100.00	97.10	card	NC_000913.3:3219494-3220874
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.2	335043	335706	acrS	1-664/664	===============	0/0	100.00	97.74	card	U00096:3412803-3413466
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.2	336104	337262	acrE	1-1159/1159	===============	0/0	100.00	98.36	card	U00096:3413864-3415022
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.2	337273	340378	acrF	1-3106/3106	===============	0/0	100.00	96.59	card	U00096:3415033-3418138
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.20	1977	3621	PmrC	1-1645/1645	===============	0/0	100.00	91.31	card	AP009048:4338625-4340269
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.20	32836	33867	mdtN	1-1032/1032	===============	0/0	100.00	95.64	card	AP009048:4306557-4307589
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.20	33867	35918	mdtO	1-2052/2052	===============	0/0	100.00	97.37	card	AP009048:4304506-4306558
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.20	35915	37381	mdtP	1-1467/1467	===============	0/0	100.00	97.68	card	AP009048:4303043-4304510
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.23	24748	27862	acrD	1-3115/3115	===============	0/0	100.00	98.46	card	NC_007779:2586251-2589365
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.24	34633	35881	mdtA	1-1249/1249	===============	0/0	100.00	95.68	card	U00096:2154016-2155264
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.24	35880	39003	mdtB	1-3124/3124	===============	0/0	100.00	96.67	card	U00096:2155263-2158386
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.24	39003	42081	mdtC	1-3079/3079	===============	0/0	100.00	93.99	card	U00096:2158386-2161464
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.24	43493	44897	baeS	1-1405/1405	===============	0/0	100.00	90.75	card	AP009048:2165013-2166417
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.24	44893	45614	baeR	1-722/724	===============	0/0	99.72	96.81	card	NC_007779:2166413-2167136
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.26	3560	5099	emrB	1-1540/1540	===============	0/0	100.00	97.60	card	U00096:2812616-2814155
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.26	5115	6288	emrA	1-1174/1174	===============	0/0	100.00	98.21	card	AP009048:2810083-2811256
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.26	6415	6945	emrR	1-531/531	===============	0/0	100.00	98.49	card	NC_000913.3:2810770-2811301
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.27	22983	23367	marA	1-385/385	===============	0/0	100.00	98.70	card	NC_007779:1621288-1621672
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.28	31402	32074	kdpE	1-673/678	===============	0/0	99.26	96.58	card	NC_000913.3:721056-721734
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.29	54541	55601	TEM-4	1-1061/1061	===============	0/0	100.00	99.06	card	NG_050265:1-1062
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.3	166877	167846	PmrF	1-970/970	===============	0/0	100.00	97.83	card	U00096:2367071-2368040
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.3	268353	269892	emrY	1-1540/1540	===============	0/0	100.00	98.38	card	D78168:1592-3131
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.3	269891	270947	emrK	1-1057/1057	===============	0/0	100.00	97.07	card	D78168:537-1593
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.3	271471	272086	evgA	1-616/616	===============	0/0	100.00	99.03	card	NC_002695:3211892-3212507
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.3	272090	275684	evgS	1-3595/3595	===============	0/0	100.00	96.19	card	U00096:2484374-2487968
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.30	57709	59117	mdtK	1-1409/1425	========/======	2/4	98.74	75.12	card	CP014358.1:2161326-2162751
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.33	36765	37932	PmrE	1-1168/1168	========/======	6/12	99.49	84.67	card	U00096:2098447-2099614
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.34	11752	13092	Escherichia_coli_LamB	1-1341/1341	========/======	3/10	99.63	97.84	card	BA000007:5101245-5102586
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.4	69547	70740	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	99.16	card	NC_000913.3:484426-485620
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.4	70763	73912	acrB	1-3150/3150	===============	0/0	100.00	98.73	card	NC_000913.3:481254-484404
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.42	8766	9675	mphB	1-910/910	===============	0/0	100.00	100.00	card	D85892:1159-2068
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.44	8373	8594	vgaC	1-222/231	===============	0/0	96.10	83.78	card	KU302801:102200-102431
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.47	3787	4351	tet(C)	1-565/565	========/======	2/2	99.82	76.50	card	AY171578:1-565
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.47	8236	8896	catI	1-661/661	===============	0/0	100.00	99.85	card	V00622:244-904
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.5	101316	102548	mdfA	1-1233/1233	===============	0/0	100.00	96.35	card	JQ394987:1-1234
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.5	180685	182433	msbA	1-1749/1749	===============	0/0	100.00	98.00	card	NC_000913.3:966621-968370
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.58	714	1554	sul1	1-841/841	===============	0/0	100.00	100.00	card	JF969163:1054-1894
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.58	1949	2044	AAC(6')-Ib'	3807-3902/3902	..............=	0/0	2.46	98.96	card	AY660529.1:1-3903
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.58	2059	2851	aadA	1-793/793	===============	0/0	100.00	99.75	card	NC_010410:3621492-3622284
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.58	2942	3416	dfrA15	1-475/475	===============	0/0	100.00	84.42	card	KF534911:40-514
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.58	3434	3677	AAC(6')-Ib7	1-244/980	====...........	0/0	24.90	99.59	card	Y11946.1:1-981
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.6	40769	40973	Escherichia_coli_emrE	1-205/1244	===............	0/0	16.48	95.61	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.68	1927	2743	sul2	1-817/817	===============	0/0	100.00	99.63	card	AY055428:20269-21085
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.7	14409	14613	Escherichia_coli_emrE	1-205/1244	===............	0/0	16.48	99.51	card	Z11877.1:1-1245
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.78	33	837	APH(3'')-Ib	1-805/805	===============	0/0	100.00	99.88	card	AF313472:15594-16398
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.78	836	1673	APH(6)-Id	1-838/838	===============	0/0	100.00	99.88	card	AF024602:3156-3993
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.8	853	1678	gadX	1-826/826	===============	0/0	100.00	93.95	card	NC_007779:3974605-3975430
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.8	2046	2774	gadW	1-729/729	===============	0/0	100.00	99.59	card	CP015085.1:2551712-2552441
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.8	3136	6250	mdtF	1-3115/3115	===============	0/0	100.00	97.33	card	U00096:3660414-3663528
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.8	6275	7433	mdtE	1-1159/1159	===============	0/0	100.00	98.53	card	AP009048:3980026-3981184
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.8	181215	181848	CRP	1-634/634	===============	0/0	100.00	99.21	card	AP009048:4153664-4154297
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.9	84807	86034	mdtG	1-1228/1228	===============	0/0	100.00	98.45	card	NC_007779:1115841-1117068
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.9	94664	95873	mdtH	1-1210/1210	===============	0/0	100.00	98.35	card	U00096:1124118-1125327
/home/ryder/AMR_PROJECT/assemblies/11658_8_42.fa	ERZ3164550.9	141079	144523	mfd	1-3445/3447	===============	0/0	99.94	98.11	card	NC_000913.3:1170518-1173965
