Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
NA	ERZ3165014.10	5193	8294	-	acrF	multidrug efflux RND transporter permease subunit AcrF	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	1034	1034	100.00	99.52	1034	AAC76298.1	multidrug efflux RND transporter permease subunit AcrF	NA	NA
NA	ERZ3165014.14	6877	8676	-	ybtQ	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	600	600	100.00	99.50	600	AAC69584.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtQ	NA	NA
NA	ERZ3165014.14	8666	10465	-	ybtP	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	600	600	100.00	99.83	600	CAA21388.1	yersiniabactin ABC transporter ATP-binding/permease protein YbtP	NA	NA
NA	ERZ3165014.14	53769	58133	-	clbN	colibactin non-ribosomal peptide synthetase ClbN	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	1455	1455	100.00	100.00	1455	AMH08480.1	colibactin non-ribosomal peptide synthetase ClbN	NA	NA
NA	ERZ3165014.14	88232	97849	-	clbB	colibactin hybrid non-ribosomal peptide synthetase/type I polyketide synthase ClbB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	3206	3206	100.00	100.00	3206	AMQ58400.1	colibactin hybrid non-ribosomal peptide synthetase/type I polyketide synthase ClbB	NA	NA
NA	ERZ3165014.17	2352	6464	-	pic	serine protease autotransporter toxin Pic	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	1371	1371	100.00	100.00	1371	AAN78833.1	serine protease autotransporter toxin Pic	NA	NA
NA	ERZ3165014.17	45700	49827	-	vactox	vacuolating autotransporter toxin Vat	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	1376	1376	100.00	100.00	1376	AAN78874.1	vacuolating autotransporter toxin Vat	NA	NA
NA	ERZ3165014.17	69528	73775	+	fdeC	inverse autotransporter adhesin FdeC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1416	1416	100.00	99.79	1416	ABE05822.1	inverse autotransporter adhesin FdeC	NA	NA
NA	ERZ3165014.2	23853	24182	+	emrE	multidrug efflux SMR transporter EmrE	plus	STRESS	BIOCIDE	EFFLUX	EFFLUX	BLASTX	110	110	100.00	98.18	110	CAA77936.1	multidrug efflux SMR transporter EmrE	NA	NA
NA	ERZ3165014.20	84363	85493	-	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	plus	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	377	377	100.00	100.00	377	AAZ85965.1	cephalosporin-hydrolyzing class C beta-lactamase EC-5	NA	NA
NA	ERZ3165014.21	76152	76415	-	ariR	biofilm/acid-resistance regulator AriR	plus	STRESS	ACID	NA	NA	BLASTX	88	88	100.00	97.73	88	AAC74250.1	biofilm/acid-resistance regulator AriR	NA	NA
NA	ERZ3165014.27	26053	27774	+	iucA	aerobactin synthase IucA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	574	576	100.00	98.61	576	EGI25746.1	aerobactin synthase IucA	NA	NA
NA	ERZ3165014.27	27778	28722	+	iucB	N(6)-hydroxylysine O-acetyltransferase IucB	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	315	315	100.00	100.00	315	AAN82074.1	N(6)-hydroxylysine O-acetyltransferase IucB	NA	NA
NA	ERZ3165014.27	28725	30464	+	iucC	NIS family aerobactin synthetase IucC	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	580	580	100.00	100.00	580	AAN82073.1	NIS family aerobactin synthetase IucC	NA	NA
NA	ERZ3165014.27	30933	31799	+	iucD	NADPH-dependent L-lysine N(6)-monooxygenase IucD	plus	VIRULENCE	VIRULENCE	NA	NA	PARTIALX	289	445	64.94	98.62	289	AAD44749.1	NADPH-dependent L-lysine N(6)-monooxygenase IucD	NA	NA
NA	ERZ3165014.27	31808	34000	+	iutA	ferric aerobactin receptor IutA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	731	731	100.00	99.45	731	AAN45165.2	ferric aerobactin receptor IutA	NA	NA
NA	ERZ3165014.27	34947	38831	+	sat	serine protease autotransporter toxin Sat	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1295	1295	100.00	99.54	1295	AFK88558.1	serine protease autotransporter toxin Sat	NA	NA
NA	ERZ3165014.27	44330	46417	+	iha	bifunctional siderophore receptor/adhesin Iha	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	696	696	100.00	100.00	696	AAN82058.1	bifunctional siderophore receptor/adhesin Iha	NA	NA
NA	ERZ3165014.27	55886	56470	+	papH	P fimbrial minor subunit PapH	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	195	195	100.00	98.97	195	CAA43563.1	P fimbrial minor subunit PapH	NA	NA
NA	ERZ3165014.27	56532	59039	+	papC	P fimbrial usher protein PapC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	836	836	100.00	96.31	841	CAA43564.1	P fimbrial usher protein PapC	NA	NA
NA	ERZ3165014.27	61640	62137	+	papF	P fimbrial tip protein PapF	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	166	167	100.00	91.02	167	CAA43569.1	P fimbrial tip protein PapF	NA	NA
NA	ERZ3165014.27	62184	63191	+	papG-II	P fimbria tip G-adhesin PapG-II	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	336	337	100.00	97.63	337	AAA24293.1	P fimbria tip G-adhesin PapG-II	NA	NA
NA	ERZ3165014.30	30573	31799	+	mdtM	multidrug efflux MFS transporter MdtM	plus	AMR	AMR	EFFLUX	EFFLUX	BLASTX	409	410	99.76	97.31	409	AAC77293.1	multidrug efflux MFS transporter MdtM	NA	NA
NA	ERZ3165014.40	22278	23135	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
NA	ERZ3165014.43	17681	17971	+	iss	increased serum survival lipoprotein Iss	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	97	97	100.00	100.00	97	ADN71659.1	increased serum survival lipoprotein Iss	NA	NA
NA	ERZ3165014.54	6091	9162	-	hlyA-alpha	RTX toxin hemolysin HlyA	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1024	1024	100.00	97.17	1024	CAQ77251.1	RTX toxin hemolysin HlyA	NA	NA
NA	ERZ3165014.57	1703	2815	+	iroB	salmochelin biosynthesis C-glycosyltransferase IroB	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	371	371	100.00	99.19	371	EOW04219.1	salmochelin biosynthesis C-glycosyltransferase IroB	NA	NA
NA	ERZ3165014.57	2958	6614	+	iroC	salmochelin/enterobactin export ABC transporter IroC	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	1219	1219	100.00	99.59	1219	AUH19662.1	salmochelin/enterobactin export ABC transporter IroC	NA	NA
NA	ERZ3165014.57	6721	7947	+	iroD	catecholate siderophore esterase IroD	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	409	409	100.00	99.51	409	ACJ63529.1	catecholate siderophore esterase IroD	NA	NA
NA	ERZ3165014.57	8035	8988	+	iroE	catecholate siderophore esterase IroE	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	318	318	100.00	99.06	318	ACJ63530.1	catecholate siderophore esterase IroE	NA	NA
NA	ERZ3165014.57	9039	11213	-	iroN	siderophore salmochelin receptor IroN	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	725	725	100.00	100.00	725	AAN79707.1	siderophore salmochelin receptor IroN	NA	NA
NA	ERZ3165014.58	4920	5144	+	mchB	microcin H47	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	75	75	100.00	100.00	75	CAB54534.2	microcin H47	NA	NA
NA	ERZ3165014.58	8867	10960	+	mchF	microcin H47 export transporter peptidase/ATP-binding subunit MchF	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	698	698	100.00	99.14	698	CAD56186.1	microcin H47 export transporter peptidase/ATP-binding subunit MchF	NA	NA
NA	ERZ3165014.59	2068	2568	-	focG	F1C fimbria minor subunit FocG	plus	VIRULENCE	VIRULENCE	NA	NA	BLASTX	167	166	100.00	98.80	167	AAB20438.1	F1C fimbria minor subunit FocG	NA	NA
NA	ERZ3165014.59	3133	5760	-	sfaF	S/F1C fimbrial biogenesis usher protein SfaF/FocD	plus	VIRULENCE	VIRULENCE	NA	NA	EXACTX	876	876	100.00	100.00	876	EIL44824.1	S/F1C fimbrial biogenesis usher protein SfaF/FocD	NA	NA
